"","Station","Expedition","Vessel","TaxGroup","Taxon","original_id","Dev_stage","Sex","Length","Abundance_m3","Abundance_m2","eventID"
"3699","N20","IYS2022","NWExplorer","copepod","Aetideidae","AETIDEUS PACIFICUS","C5","","",0.113234253,28.30856325,"IYS2022-NW-2-20-Bongo-1"
"3700","N20","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C4","","",8.152866242,2038.2165605,"IYS2022-NW-2-20-Bongo-1"
"3701","N20","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C2","","",1.811748054,452.9370135,"IYS2022-NW-2-20-Bongo-1"
"3702","N20","IYS2022","NWExplorer","gastropod","Limacina helicina","LIMACINA HELICINA ","juvenile","","small",13.5881104,3397.0276,"IYS2022-NW-2-20-Bongo-1"
"3703","N20","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","M","",0.33970276,84.92569,"IYS2022-NW-2-20-Bongo-1"
"3704","N20","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C4","","",5.435244161,1358.81104025,"IYS2022-NW-2-20-Bongo-1"
"3705","N20","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C3","","",0.905874027,226.46850675,"IYS2022-NW-2-20-Bongo-1"
"3706","N20","IYS2022","NWExplorer","copepod","Metridia pacifica C5-C6","METRIDIA PACIFICA ","C5","","",3.623496108,905.874027,"IYS2022-NW-2-20-Bongo-1"
"3707","N20","IYS2022","NWExplorer","chaetognath","Chaetognatha","PARASAGITTA ELEGANS","","","",1.245576787,311.39419675,"IYS2022-NW-2-20-Bongo-1"
"3708","N20","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C5","","",0.452937013,113.23425325,"IYS2022-NW-2-20-Bongo-1"
"3709","N20","IYS2022","NWExplorer","polychaete","Tomopteris spp.","TOMOPTERIS SP.","","","",0.056617127,14.15428175,"IYS2022-NW-2-20-Bongo-1"
"3710","N20","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C6","F","",4.529370134,1132.3425335,"IYS2022-NW-2-20-Bongo-1"
"3711","N20","IYS2022","NWExplorer","cnidarian","Dimophyes arctica","DIMOPHYES ARCTICA ","","","large",0.028308563,7.07714075,"IYS2022-NW-2-20-Bongo-1"
"3712","N20","IYS2022","NWExplorer","gastropod","Clione limacina","CLIONE LIMACINA ","juvenile","","small",0.226468507,56.61712675,"IYS2022-NW-2-20-Bongo-1"
"3713","N20","IYS2022","NWExplorer","copepod","Candacia columbiae C5-C6","CANDACIA COLUMBIAE ","C6","M","",0.08492569,21.2314225,"IYS2022-NW-2-20-Bongo-1"
"3714","N20","IYS2022","NWExplorer","copepod","Oithona similis C6","OITHONA SIMILIS ","C6","F","",3.623496108,905.874027,"IYS2022-NW-2-20-Bongo-1"
"3715","N20","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","juvenile","","medium",0.113234253,28.30856325,"IYS2022-NW-2-20-Bongo-1"
"3716","N20","IYS2022","NWExplorer","copepod","Heterorhabdus tanneri C4-C6","HETERORHABDUS TANNERI ","C6","F","",0.226468507,56.61712675,"IYS2022-NW-2-20-Bongo-1"
"3717","N20","IYS2022","NWExplorer","chaetognath","Eukrohnia hamata","EUKROHNIA HAMATA","","","",17.21160651,4302.9016275,"IYS2022-NW-2-20-Bongo-1"
"3718","N20","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","F","",0.566171267,141.54281675,"IYS2022-NW-2-20-Bongo-1"
"3719","N20","IYS2022","NWExplorer","cnidarian","Aglantha digitale","AGLANTHA DIGITALE ","","","medium",0.056617127,14.15428175,"IYS2022-NW-2-20-Bongo-1"
"3720","N20","IYS2022","NWExplorer","euphausiid","Euphausiidae","EUPHAUSIACEA ","furcilia","","",0.226468507,56.61712675,"IYS2022-NW-2-20-Bongo-1"
"3721","N20","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C3","","",8.152866242,2038.2165605,"IYS2022-NW-2-20-Bongo-1"
"3722","N20","IYS2022","NWExplorer","amphipod","Themisto pacifica","THEMISTO PACIFICA","","","",0.452937013,113.23425325,"IYS2022-NW-2-20-Bongo-1"
"3723","N20","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C3","","",9.058740269,2264.68506725,"IYS2022-NW-2-20-Bongo-1"
"3724","N20","IYS2022","NWExplorer","copepod","Eucalanus spp. C1-C4","EUCALANUS BUNGII ","C4","","",1.811748054,452.9370135,"IYS2022-NW-2-20-Bongo-1"
"3725","N20","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C1","","",14.49398443,3623.4961075,"IYS2022-NW-2-20-Bongo-1"
"3726","N20","IYS2022","NWExplorer","copepod","Scolecithricella minor","SCOLECITHRICELLA MINOR","C6","M","",0.905874027,226.46850675,"IYS2022-NW-2-20-Bongo-1"
"3727","N20","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C2","","",33.517339,8379.33475,"IYS2022-NW-2-20-Bongo-1"
"3728","N20","IYS2022","NWExplorer","copepod","Scolecithricella minor","SCOLECITHRICELLA MINOR","C5","","",0.905874027,226.46850675,"IYS2022-NW-2-20-Bongo-1"
"3729","N20","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C3","","",38.04670913,9511.6772825,"IYS2022-NW-2-20-Bongo-1"
"3730","N20","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C6","F","",19.92922859,4982.3071475,"IYS2022-NW-2-20-Bongo-1"
"3731","N20","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C4","","",11.77636235,2944.0905875,"IYS2022-NW-2-20-Bongo-1"
"3732","N20","IYS2022","NWExplorer","ostracod","Ostracoda","CONCHOECIA SP.","","","",14.49398443,3623.4961075,"IYS2022-NW-2-20-Bongo-1"
"3733","N20","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C5","","",0.113234253,28.30856325,"IYS2022-NW-2-20-Bongo-1"
"3734","N20","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI","C5","","",35.32908705,8832.2717625,"IYS2022-NW-2-20-Bongo-1"
"3735","N20","IYS2022","NWExplorer","copepod","Scolecithricella minor","SCOLECITHRICELLA MINOR","C6","F","",2.717622081,679.40552025,"IYS2022-NW-2-20-Bongo-1"
"3736","N20","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C5","","",3.623496108,905.874027,"IYS2022-NW-2-20-Bongo-1"
"3737","N20","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C6","M","",0.905874027,226.46850675,"IYS2022-NW-2-20-Bongo-1"
"3738","N20","IYS2022","NWExplorer","copepod","Calanus marshallae","CALANUS MARSHALLAE","C6","F","",0.452937013,113.23425325,"IYS2022-NW-2-20-Bongo-1"
"3739","N20","IYS2022","NWExplorer","amphipod","Primno abyssalis","PRIMNO MACROPA","","","",0.028308563,7.07714075,"IYS2022-NW-2-20-Bongo-1"
"3740","N20","IYS2022","NWExplorer","cnidarian","Zoanthidea","ZOANTHIDEA","larvae","","",0.028308563,7.07714075,"IYS2022-NW-2-20-Bongo-1"
"3741","N20","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C2","","",3.623496108,905.874027,"IYS2022-NW-2-20-Bongo-1"
"3742","N20","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C5","","",1.811748054,452.9370135,"IYS2022-NW-2-20-Bongo-1"
"3743","N20","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C4","","",54.35244161,13588.1104025,"IYS2022-NW-2-20-Bongo-1"
"3744","N20","IYS2022","NWExplorer","copepod","Metridia pacifica C5-C6","METRIDIA PACIFICA ","C6","F","",1.811748054,452.9370135,"IYS2022-NW-2-20-Bongo-1"
"3745","N3","IYS2022","NWExplorer","copepod","Gaetanus simplex C5-C6","GAETANUS SIMPLEX ","C5","","",0.226468507,56.61712675,"IYS2022-NW-2-3-Bongo-1"
"3746","N3","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C4","","",28.98796886,7246.992215,"IYS2022-NW-2-3-Bongo-1"
"3747","N3","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C5","","",4.529370134,1132.3425335,"IYS2022-NW-2-3-Bongo-1"
"3748","N3","IYS2022","NWExplorer","copepod","Candacia columbiae C5-C6","CANDACIA COLUMBIAE ","C6","M","",0.113234253,28.30856325,"IYS2022-NW-2-3-Bongo-1"
"3749","N3","IYS2022","NWExplorer","copepod","Calanus marshallae","CALANUS MARSHALLAE","C6","F","",0.452937013,113.23425325,"IYS2022-NW-2-3-Bongo-1"
"3750","N3","IYS2022","NWExplorer","copepod","Metridia okhotensis C5-C6","METRIDIA OCHOTENSIS","C6","F","",0.226468507,56.61712675,"IYS2022-NW-2-3-Bongo-1"
"3751","N3","IYS2022","NWExplorer","copepod","Racovitzanus antarcticus","RACOVITZANUS ANTARCTICUS ","C6","F","",0.905874027,226.46850675,"IYS2022-NW-2-3-Bongo-1"
"3752","N3","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","M","",0.67940552,169.85138,"IYS2022-NW-2-3-Bongo-1"
"3753","N3","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","C6","M","",0.042462845,10.61571125,"IYS2022-NW-2-3-Bongo-1"
"3754","N3","IYS2022","NWExplorer","copepod","Heterorhabdus tanneri C4-C6","HETERORHABDUS TANNERI","C6","M","",0.113234253,28.30856325,"IYS2022-NW-2-3-Bongo-1"
"3755","N3","IYS2022","NWExplorer","copepod","Harpacticoida","HARPACTICOIDA","","","",0.905874027,226.46850675,"IYS2022-NW-2-3-Bongo-1"
"3756","N3","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C2","","",6.341118188,1585.279547,"IYS2022-NW-2-3-Bongo-1"
"3757","N3","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C6","F","",17.21160651,4302.9016275,"IYS2022-NW-2-3-Bongo-1"
"3758","N3","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C5","","",0.226468507,56.61712675,"IYS2022-NW-2-3-Bongo-1"
"3759","N3","IYS2022","NWExplorer","chaetognath","Chaetognatha","PARASAGITTA ELEGANS ","juvenile","","small",1.811748054,452.9370135,"IYS2022-NW-2-3-Bongo-1"
"3760","N3","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C1","","",1.811748054,452.9370135,"IYS2022-NW-2-3-Bongo-1"
"3761","N3","IYS2022","NWExplorer","chaetognath","Chaetognatha","PARASAGITTA ELEGANS","","","",1.132342534,283.0856335,"IYS2022-NW-2-3-Bongo-1"
"3762","N3","IYS2022","NWExplorer","copepod","Gaetanus spp. C1-C4","GAETANUS SIMPLEX ","C4","","",0.226468507,56.61712675,"IYS2022-NW-2-3-Bongo-1"
"3763","N3","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","juvenile","","medium",0.127388535,31.84713375,"IYS2022-NW-2-3-Bongo-1"
"3764","N3","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C4","","",8.152866242,2038.2165605,"IYS2022-NW-2-3-Bongo-1"
"3765","N3","IYS2022","NWExplorer","copepod","Oithona similis C6","OITHONA SIMILIS","C6","F","",1.811748054,452.9370135,"IYS2022-NW-2-3-Bongo-1"
"3766","N3","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","C6","F","",0.014154282,3.5385705,"IYS2022-NW-2-3-Bongo-1"
"3767","N3","IYS2022","NWExplorer","copepod","Scolecithricella minor","SCOLECITHRICELLA MINOR","C6","F","",0.905874027,226.46850675,"IYS2022-NW-2-3-Bongo-1"
"3768","N3","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","F","",0.226468507,56.61712675,"IYS2022-NW-2-3-Bongo-1"
"3769","N3","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C4","","",2.717622081,679.40552025,"IYS2022-NW-2-3-Bongo-1"
"3770","N3","IYS2022","NWExplorer","copepod","Calanus marshallae","CALANUS MARSHALLAE","C6","M","",0.452937013,113.23425325,"IYS2022-NW-2-3-Bongo-1"
"3771","N3","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C1","","",0.905874027,226.46850675,"IYS2022-NW-2-3-Bongo-1"
"3772","N3","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C6","M","",0.905874027,226.46850675,"IYS2022-NW-2-3-Bongo-1"
"3773","N3","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C5","","",21.74097665,5435.2441625,"IYS2022-NW-2-3-Bongo-1"
"3774","N3","IYS2022","NWExplorer","euphausiid","Thysanoessa longipes","THYSANOESSA LONGIPES","juvenile","","",0.028308563,7.07714075,"IYS2022-NW-2-3-Bongo-1"
"3775","N3","IYS2022","NWExplorer","copepod","Scolecithricella minor","SCOLECITHRICELLA MINOR","C6","M","",0.905874027,226.46850675,"IYS2022-NW-2-3-Bongo-1"
"3776","N3","IYS2022","NWExplorer","amphipod","Themisto pacifica","THEMISTO PACIFICA","","","",0.25477707,63.6942675,"IYS2022-NW-2-3-Bongo-1"
"3777","N3","IYS2022","NWExplorer","ostracod","Ostracoda","CONCHOECIA SP.","","","",9.964614296,2491.153574,"IYS2022-NW-2-3-Bongo-1"
"3778","N3","IYS2022","NWExplorer","polychaete","Polychaeta","ALCIOPIDAE","","","",0.08492569,21.2314225,"IYS2022-NW-2-3-Bongo-1"
"3779","N3","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C3","","",15.39985846,3849.964615,"IYS2022-NW-2-3-Bongo-1"
"3780","N3","IYS2022","NWExplorer","cephalopod","Squid","SQUID ","larvae","","",0.056617127,14.15428175,"IYS2022-NW-2-3-Bongo-1"
"3781","N3","IYS2022","NWExplorer","fish","Fish","FISH ","larvae","","",0.014154282,3.5385705,"IYS2022-NW-2-3-Bongo-1"
"3782","N3","IYS2022","NWExplorer","appendicularian","Oikopleura spp.","OIKOPLEURA SP. ","juvenile","","small",7.246992215,1811.74805375,"IYS2022-NW-2-3-Bongo-1"
"3783","N3","IYS2022","NWExplorer","copepod","Eucalanus spp. C1-C4","EUCALANUS BUNGII ","C3","","",3.623496108,905.874027,"IYS2022-NW-2-3-Bongo-1"
"3784","N3","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C2","","",8.152866242,2038.2165605,"IYS2022-NW-2-3-Bongo-1"
"3785","N3","IYS2022","NWExplorer","cnidarian","Aglantha digitale","AGLANTHA DIGITALE ","","","large",0.25477707,63.6942675,"IYS2022-NW-2-3-Bongo-1"
"3786","N3","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI ","C5","","",2.717622081,679.40552025,"IYS2022-NW-2-3-Bongo-1"
"3787","N3","IYS2022","NWExplorer","cnidarian","Dimophyes arctica","DIMOPHYES ARCTICA ","juvenile","","small",0.113234253,28.30856325,"IYS2022-NW-2-3-Bongo-1"
"3788","N3","IYS2022","NWExplorer","chaetognath","Eukrohnia hamata","EUKROHNIA HAMATA","","","",9.058740269,2264.68506725,"IYS2022-NW-2-3-Bongo-1"
"3789","N3","IYS2022","NWExplorer","copepod","Pleuromamma scutullata C5-C6","PLEUROMAMMA SCUTULLATA ","C5","","",0.226468507,56.61712675,"IYS2022-NW-2-3-Bongo-1"
"3790","N3","IYS2022","NWExplorer","euphausiid","Euphausiidae","EUPHAUSIACEA","calyptopis","","",2.717622081,679.40552025,"IYS2022-NW-2-3-Bongo-1"
"3791","N3","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C3","","",9.058740269,2264.68506725,"IYS2022-NW-2-3-Bongo-1"
"3792","N3","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C5","","",0.905874027,226.46850675,"IYS2022-NW-2-3-Bongo-1"
"3793","N3","IYS2022","NWExplorer","gastropod","Clione limacina","CLIONE LIMACINA ","juvenile","","small",0.113234253,28.30856325,"IYS2022-NW-2-3-Bongo-1"
"3794","N3","IYS2022","NWExplorer","copepod","Racovitzanus antarcticus","RACOVITZANUS ANTARCTICUS","C5","","",1.811748054,452.9370135,"IYS2022-NW-2-3-Bongo-1"
"3795","N3","IYS2022","NWExplorer","copepod","Metridia pacifica C5-C6","METRIDIA PACIFICA ","C6","F","",1.811748054,452.9370135,"IYS2022-NW-2-3-Bongo-1"
"3796","N3","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C2","","",0.905874027,226.46850675,"IYS2022-NW-2-3-Bongo-1"
"3797","N3","IYS2022","NWExplorer","copepod","Scolecithricella minor","SCOLECITHRICELLA MINOR","C5","","",3.623496108,905.874027,"IYS2022-NW-2-3-Bongo-1"
"3798","N3","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C6","F","",8.152866242,2038.2165605,"IYS2022-NW-2-3-Bongo-1"
"3799","N3","IYS2022","NWExplorer","amphipod","Primno abyssalis","PRIMNO MACROPA","","","",0.08492569,21.2314225,"IYS2022-NW-2-3-Bongo-1"
"3800","N3","IYS2022","NWExplorer","copepod","Metridia pacifica C5-C6","METRIDIA PACIFICA ","C5","","",1.811748054,452.9370135,"IYS2022-NW-2-3-Bongo-1"
"3801","N3","IYS2022","NWExplorer","copepod","Calanus marshallae","CALANUS MARSHALLAE","C5","","",0.452937013,113.23425325,"IYS2022-NW-2-3-Bongo-1"
"3802","N3","IYS2022","NWExplorer","copepod","Heterorhabdus tanneri C4-C6","HETERORHABDUS TANNERI","C6","F","",0.16985138,42.462845,"IYS2022-NW-2-3-Bongo-1"
"3803","N3","IYS2022","NWExplorer","gastropod","Limacina helicina","LIMACINA HELICINA ","","","medium",0.67940552,169.85138,"IYS2022-NW-2-3-Bongo-1"
"3804","N3","IYS2022","NWExplorer","copepod","Eucalanus spp. C1-C4","EUCALANUS BUNGII ","C4","","",15.39985846,3849.964615,"IYS2022-NW-2-3-Bongo-1"
"3805","N3","IYS2022","NWExplorer","polychaete","Tomopteris spp.","TOMOPTERIS SP.","","","",0.198159943,49.53998575,"IYS2022-NW-2-3-Bongo-1"
"3806","N3","IYS2022","NWExplorer","copepod","Pseudoamallothrix ovata","SCOLECITHRICELLA OVATA ","C5","","",0.056617127,14.15428175,"IYS2022-NW-2-3-Bongo-1"
"3807","N3","IYS2022","NWExplorer","copepod","Metridia spp. C1-C4","METRIDIA PACIFICA ","C3","","",7.246992215,1811.74805375,"IYS2022-NW-2-3-Bongo-1"
"3808","N4","IYS2022","NWExplorer","copepod","Acartia longiremis","ACARTIA LONGIREMIS ","C6","M","",0.905874027,226.46850675,"IYS2022-NW-2-4-Bongo-1"
"3809","N4","IYS2022","NWExplorer","copepod","Racovitzanus antarcticus","RACOVITZANUS ANTARCTICUS","C5","","",0.905874027,226.46850675,"IYS2022-NW-2-4-Bongo-1"
"3810","N4","IYS2022","NWExplorer","appendicularian","Oikopleura spp.","OIKOPLEURA SP. ","juvenile","","small",4.529370134,1132.3425335,"IYS2022-NW-2-4-Bongo-1"
"3811","N4","IYS2022","NWExplorer","cephalopod","Squid","SQUID","larvae","","",0.014154282,3.5385705,"IYS2022-NW-2-4-Bongo-1"
"3812","N4","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI ","C5","","",8.152866242,2038.2165605,"IYS2022-NW-2-4-Bongo-1"
"3813","N4","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS PLUMCHRUS ","C5","","",1.811748054,452.9370135,"IYS2022-NW-2-4-Bongo-1"
"3814","N4","IYS2022","NWExplorer","amphipod","Scinidae","SCINA SP.","","","",0.113234253,28.30856325,"IYS2022-NW-2-4-Bongo-1"
"3815","N4","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C6","M","",0.905874027,226.46850675,"IYS2022-NW-2-4-Bongo-1"
"3816","N4","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C4","","",7.246992215,1811.74805375,"IYS2022-NW-2-4-Bongo-1"
"3817","N4","IYS2022","NWExplorer","amphipod","Themisto pacifica","THEMISTO PACIFICA","","","",0.67940552,169.85138,"IYS2022-NW-2-4-Bongo-1"
"3818","N4","IYS2022","NWExplorer","polychaete","Tomopteris spp.","TOMOPTERIS SP.","","","",0.014154282,3.5385705,"IYS2022-NW-2-4-Bongo-1"
"3819","N4","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C6","F","",17.21160651,4302.9016275,"IYS2022-NW-2-4-Bongo-1"
"3820","N4","IYS2022","NWExplorer","ostracod","Ostracoda","CONCHOECIA SP.","","","",20.83510262,5208.775655,"IYS2022-NW-2-4-Bongo-1"
"3821","N4","IYS2022","NWExplorer","copepod","Harpacticoida","HARPACTICOIDA","","","",8.152866242,2038.2165605,"IYS2022-NW-2-4-Bongo-1"
"3822","N4","IYS2022","NWExplorer","copepod","Pleuromamma scutullata C5-C6","PLEUROMAMMA SCUTULLATA ","C5","","",1.01910828,254.77707,"IYS2022-NW-2-4-Bongo-1"
"3823","N4","IYS2022","NWExplorer","gastropod","Clione limacina","CLIONE LIMACINA ","juvenile","","small",0.226468507,56.61712675,"IYS2022-NW-2-4-Bongo-1"
"3824","N4","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C6","M","",1.811748054,452.9370135,"IYS2022-NW-2-4-Bongo-1"
"3825","N4","IYS2022","NWExplorer","copepod","Neocalanus cristatus","NEOCALANUS CRISTATUS ","C2","","",5.435244161,1358.81104025,"IYS2022-NW-2-4-Bongo-1"
"3826","N4","IYS2022","NWExplorer","chaetognath","Eukrohnia hamata","EUKROHNIA HAMATA","","","",9.964614296,2491.153574,"IYS2022-NW-2-4-Bongo-1"
"3827","N4","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C5","","",0.113234253,28.30856325,"IYS2022-NW-2-4-Bongo-1"
"3828","N4","IYS2022","NWExplorer","copepod","Pseudocalanus spp.","PSEUDOCALANUS SP. ","C5","","",10.87048832,2717.62208,"IYS2022-NW-2-4-Bongo-1"
"3829","N4","IYS2022","NWExplorer","copepod","Candacia columbiae C5-C6","CANDACIA COLUMBIAE","C6","F","",0.028308563,7.07714075,"IYS2022-NW-2-4-Bongo-1"
"3830","N4","IYS2022","NWExplorer","gastropod","Limacina helicina","LIMACINA HELICINA ","juvenile","","small",4.529370134,1132.3425335,"IYS2022-NW-2-4-Bongo-1"
"3831","N4","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C6","F","",3.623496108,905.874027,"IYS2022-NW-2-4-Bongo-1"
"3832","N4","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA","C6","M","",0.042462845,10.61571125,"IYS2022-NW-2-4-Bongo-1"
"3833","N4","IYS2022","NWExplorer","copepod","Eucalanus bungii C5-C6","EUCALANUS BUNGII ","C5","","",6.341118188,1585.279547,"IYS2022-NW-2-4-Bongo-1"
"3834","N4","IYS2022","NWExplorer","copepod","Calanus marshallae","CALANUS MARSHALLAE","C6","M","",0.113234253,28.30856325,"IYS2022-NW-2-4-Bongo-1"
"3835","N4","IYS2022","NWExplorer","copepod","Scolecithricella minor","SCOLECITHRICELLA MINOR","C5","","",0.905874027,226.46850675,"IYS2022-NW-2-4-Bongo-1"
"3836","N4","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","M","",0.113234253,28.30856325,"IYS2022-NW-2-4-Bongo-1"
"3837","N4","IYS2022","NWExplorer","euphausiid","Euphausia pacifica","EUPHAUSIA PACIFICA ","juvenile","","medium",0.283085633,70.77140825,"IYS2022-NW-2-4-Bongo-1"
"3838","N4","IYS2022","NWExplorer","chaetognath","Chaetognatha","PARASAGITTA ELEGANS ","juvenile","","small",1.811748054,452.9370135,"IYS2022-NW-2-4-Bongo-1"
"3839","N4","IYS2022","NWExplorer","copepod","Neocalanus flemingeri/plumchrus","NEOCALANUS FLEMINGERI/PLUMCHRUS ","C1","","",6.341118188,1585.279547,"IYS2022-NW-2-4-Bongo-1"
"3840","N4","IYS2022","NWExplorer","euphausiid","Thysanoessa longipes","THYSANOESSA LONGIPES","adult","F","",0.042462845,10.61571125,"IYS2022-NW-2-4-Bongo-1"
"3841","N4","IYS2022","NWExplorer","copepod","Eucalanus spp. C1-C4","EUCALANUS BUNGII ","C3","","",2.717622081,679.40552025,"IYS2022-NW-2-4-Bongo-1"
"3842","N4","IYS2022","NWExplorer","copepod","Paraeuchaeta elongata C4-C6","PARAEUCHAETA ELONGATA ","C6","F","",0.226468507,56.61712675,"IYS2022-NW-2-4-Bongo-1"
